name,price,unit_price,district_code,segment,type,area,level,remaining_years,date 
REGENT HEIGHTS,793000,775,23,OCR,Resale,1023,21 to 25,75.0,May-19
PARC ROSEWOOD,528000,1226,25,OCR,Resale,431,01 to 05,91.0,May-19
PALM GARDENS,845000,701,23,OCR,Resale,1206,01 to 05,76.0,May-19
HILLINGTON GREEN,1630000,1211,23,OCR,Resale,1346,06 to 10,863.0,May-19
HILLVISTA,1495000,1229,23,OCR,Resale,1216,01 to 05,999.0,May-19
PARC ROSEWOOD,510000,1185,25,OCR,Resale,431,01 to 05,91.0,May-19
PARC VISTA,1030000,818,22,OCR,Resale,1259,01 to 05,75.0,May-19
THE LAKESHORE,1240000,1067,22,OCR,Resale,1163,11 to 15,82.0,May-19
BUKIT REGENCY,2160000,1270,21,RCR,Resale,1701,06 to 10,999.0,May-19
REGENT HEIGHTS,818800,801,23,OCR,Resale,1023,21 to 25,75.0,May-19
THE RAINTREE,1680000,1062,21,OCR,Resale,1582,01 to 05,83.0,May-19
DAINTREE RESIDENCE,1298650,1676,21,RCR,New Sale,775,01 to 05,97.0,May-19
MAYFAIR MODERN,1743000,1799,21,RCR,New Sale,969,06 to 10,98.0,May-19
FORESQUE RESIDENCES,885000,1209,23,OCR,Resale,732,16 to 20,91.0,Apr-19
CASABLANCA,853000,762,25,OCR,Resale,1119,11 to 15,81.0,Apr-19
TREE HOUSE,889000,1116,23,OCR,Resale,797,16 to 20,89.0,Apr-19
THE CASCADIA,2100000,1774,21,RCR,Resale,1184,06 to 10,999.0,Apr-19
THE LAKESHORE,1330000,1123,22,OCR,Resale,1184,06 to 10,82.0,Apr-19
PARC ROSEWOOD,690000,903,25,OCR,Resale,764,01 to 05,91.0,Apr-19
CASPIAN,1380000,1115,22,OCR,Resale,1238,01 to 05,88.0,Apr-19
HILLVIEW HEIGHTS,1280000,1336,23,OCR,Resale,958,06 to 10,999.0,Apr-19
SPRINGDALE CONDOMINIUM,1080000,1167,21,OCR,Resale,926,06 to 10,857.0,Apr-19
CASPIAN,1200000,1004,22,OCR,Resale,1195,06 to 10,88.0,Apr-19
CASPIAN,1305000,1082,22,OCR,Resale,1206,06 to 10,88.0,Apr-19
J GATEWAY,852000,1799,22,OCR,Resale,474,06 to 10,92.0,Apr-19
MAYFAIR GARDENS,1594000,1949,21,RCR,New Sale,818,01 to 05,98.0,Apr-19
GARDENVISTA,1350000,1458,21,RCR,Resale,926,01 to 05,79.0,Apr-19
THE WARREN,862000,826,23,OCR,Resale,1044,01 to 05,81.0,Apr-19
PARC VISTA,898000,851,22,OCR,Resale,1055,01 to 05,75.0,Apr-19
THE HILLSIDE,1508000,1158,21,OCR,Resale,1302,01 to 05,999.0,Apr-19
REGENT HEIGHTS,775000,758,23,OCR,Resale,1023,01 to 05,75.0,Apr-19
CASPIAN,1750000,991,22,OCR,Resale,1765,01 to 05,88.0,Apr-19
THE BLOSSOMVALE,1980000,1448,21,RCR,Resale,1367,06 to 10,864.0,Apr-19
SIGNATURE PARK,2150000,1272,21,RCR,Resale,1690,01 to 05,999.0,Apr-19
PARC ROSEWOOD,533000,1238,25,OCR,Resale,431,01 to 05,91.0,Apr-19
PALM GARDENS,818000,854,23,OCR,Resale,958,06 to 10,76.0,Apr-19
MEADOWS @ PEIRCE,1450000,1214,26,OCR,Resale,1195,01 to 05,999.0,Apr-19
HILLVIEW GREEN,1015000,1003,21,OCR,Resale,1012,06 to 10,863.0,Apr-19
THE RAINTREE,1230000,1078,21,OCR,Resale,1141,01 to 05,83.0,Apr-19
THE MADEIRA,910000,863,23,OCR,Resale,1055,11 to 15,80.0,Apr-19
MAYFAIR MODERN,1686168,2089,21,RCR,New Sale,807,06 to 10,98.0,Apr-19
PARC PALAIS,1490000,1204,21,OCR,Resale,1238,06 to 10,999.0,Apr-19
HIGH OAK CONDOMINIUM,1220000,986,21,RCR,Resale,1238,01 to 05,76.0,Apr-19
J GATEWAY,1620000,1813,22,OCR,Resale,893,36 to 40,92.0,Apr-19
CASPIAN,1090000,1089,22,OCR,Resale,1001,16 to 20,88.0,Apr-19
HILLBROOKS,1227000,1000,23,OCR,Resale,1227,01 to 05,999.0,Apr-19
MAYFAIR MODERN,1445000,2098,21,RCR,New Sale,689,06 to 10,98.0,Apr-19
MAYFAIR GARDENS,1186000,2079,21,RCR,New Sale,570,01 to 05,98.0,Apr-19
DAINTREE RESIDENCE,1050700,1877,21,RCR,New Sale,560,01 to 05,97.0,Apr-19
DAINTREE RESIDENCE,1071000,1579,21,RCR,New Sale,678,01 to 05,97.0,Apr-19
HILLVIEW REGENCY,1060000,938,23,OCR,Resale,1130,21 to 25,80.0,Apr-19
IVORY HEIGHTS,1600000,941,22,OCR,Resale,1701,21 to 25,67.0,Apr-19
THE DAIRY FARM,1500000,1171,23,OCR,Resale,1281,01 to 05,999.0,Apr-19
ROSEWOOD,900000,767,25,OCR,Resale,1173,16 to 20,80.0,Apr-19
GARDENVISTA,1550000,1358,21,RCR,Resale,1141,01 to 05,79.0,Apr-19
PARC ROSEWOOD,541000,1257,25,OCR,Resale,431,01 to 05,91.0,Apr-19
HILLVIEW HEIGHTS,1938000,1177,23,OCR,Resale,1647,06 to 10,999.0,Apr-19
THE CALROSE,1770000,1255,26,OCR,Resale,1410,01 to 05,999.0,Apr-19
HILLVIEW GREEN,955000,924,21,OCR,Resale,1033,01 to 05,863.0,Apr-19
PANDAN VALLEY,1833000,1373,21,RCR,Resale,1335,11 to 15,999.0,Apr-19
THE BLOSSOMVALE,1938000,1464,21,RCR,Resale,1324,01 to 05,864.0,Apr-19
HILLVIEW REGENCY,1030000,920,23,OCR,Resale,1119,16 to 20,80.0,Apr-19
REGENT HEIGHTS,800000,682,23,OCR,Resale,1173,01 to 05,75.0,Apr-19
MI CASA,1185000,910,23,OCR,Resale,1302,11 to 15,88.0,Apr-19
PARC OASIS,1310000,936,22,OCR,Resale,1399,01 to 05,71.0,Apr-19
TERRENE AT BUKIT TIMAH,1480000,1478,21,RCR,Resale,1001,01 to 05,865.0,Apr-19
PARC PALAIS,1060000,1106,21,OCR,Resale,958,01 to 05,999.0,Apr-19
THE LAKEFRONT RESIDENCES,1080000,1413,22,OCR,Resale,764,01 to 05,90.0,Apr-19
TREE HOUSE,965000,954,23,OCR,Resale,1012,01 to 05,89.0,Apr-19
MAPLE WOODS,1585000,1534,21,RCR,Resale,1033,01 to 05,999.0,Apr-19
THE LAKESHORE,930000,1080,22,OCR,Resale,861,11 to 15,82.0,Apr-19
HAZEL PARK CONDOMINIUM,1480000,1118,23,OCR,Resale,1324,06 to 10,862.0,Apr-19
MAYFAIR GARDENS,1288000,1709,21,RCR,New Sale,753,01 to 05,98.0,Apr-19
WOODGROVE CONDOMINIUM,875000,707,25,OCR,Resale,1238,01 to 05,77.0,Apr-19
THE MAYFAIR,1010000,869,22,OCR,Resale,1163,06 to 10,76.0,Apr-19
THE LAKEFRONT RESIDENCES,980000,1359,22,OCR,Resale,721,06 to 10,90.0,Apr-19
HILLINGTON GREEN,1625000,1198,23,OCR,Resale,1356,06 to 10,863.0,Apr-19
CASTLE GREEN,1300000,922,26,OCR,Resale,1410,06 to 10,73.0,Apr-19
J GATEWAY,900000,1818,22,OCR,Resale,495,21 to 25,92.0,Apr-19
THE SKYWOODS,970000,1365,23,OCR,Resale,710,11 to 15,92.0,Apr-19
ROSEWOOD,1050000,712,25,OCR,Resale,1475,11 to 15,80.0,Apr-19
HUME PARK II,1720000,1158,21,OCR,Resale,1485,06 to 10,999.0,Apr-19
REGENT HEIGHTS,810000,792,23,OCR,Resale,1023,11 to 15,75.0,Apr-19
GARDENVISTA,1560000,1380,21,RCR,Resale,1130,06 to 10,79.0,Apr-19
THE BLOSSOMVALE,1910000,1431,21,RCR,Resale,1335,01 to 05,864.0,Apr-19
PARC ROSEWOOD,520000,1208,25,OCR,Resale,431,01 to 05,91.0,Apr-19
ASTOR GREEN,1148000,1077,21,RCR,Resale,1066,11 to 15,71.0,Apr-19
MAYFAIR GARDENS,1202000,1893,21,RCR,New Sale,635,01 to 05,98.0,Apr-19
MAYFAIR MODERN,1629800,2019,21,RCR,New Sale,807,01 to 05,98.0,Apr-19
PANDAN VALLEY,2630000,1175,21,RCR,Resale,2239,06 to 10,999.0,Apr-19
MAYFAIR MODERN,988000,1953,21,RCR,New Sale,506,01 to 05,98.0,Apr-19
PARC VISTA,1260000,775,22,OCR,Resale,1625,06 to 10,75.0,Apr-19
THE CALROSE,1480000,1136,26,OCR,Resale,1302,01 to 05,999.0,Apr-19
REGENT HEIGHTS,855000,836,23,OCR,Resale,1023,06 to 10,75.0,Apr-19
PARC VISTA,900000,853,22,OCR,Resale,1055,06 to 10,75.0,Apr-19
MAYFAIR MODERN,1619000,2005,21,RCR,New Sale,807,01 to 05,98.0,Apr-19
MAYFAIR MODERN,2294800,1904,21,RCR,New Sale,1206,06 to 10,98.0,Apr-19
MAYFAIR GARDENS,1200000,1890,21,RCR,New Sale,635,01 to 05,98.0,Apr-19
MAYFAIR MODERN,1618800,2005,21,RCR,New Sale,807,06 to 10,98.0,Apr-19
MAYFAIR MODERN,1950800,2036,21,RCR,New Sale,958,06 to 10,98.0,Apr-19
MAYFAIR GARDENS,1570000,1919,21,RCR,New Sale,818,01 to 05,98.0,Apr-19
MAYFAIR MODERN,2120000,2030,21,RCR,New Sale,1044,06 to 10,98.0,Apr-19
MAYFAIR MODERN,1940800,2026,21,RCR,New Sale,958,06 to 10,98.0,Apr-19
CLEMENTI PARK,2530000,1175,21,OCR,Resale,2153,06 to 10,999.0,Apr-19
WOODHAVEN,870000,1023,25,OCR,Resale,850,01 to 05,91.0,Apr-19
IVORY HEIGHTS,1420000,835,22,OCR,Resale,1701,01 to 05,67.0,Apr-19
THE WARREN,1170000,863,23,OCR,Resale,1356,01 to 05,81.0,Apr-19
MI CASA,1200000,929,23,OCR,Resale,1292,06 to 10,88.0,Apr-19
GUILIN VIEW,1270000,849,23,OCR,Resale,1496,01 to 05,76.0,Apr-19
THE WARREN,950000,795,23,OCR,Resale,1195,01 to 05,81.0,Apr-19
HILLINGTON GREEN,1610000,1053,23,OCR,Resale,1528,06 to 10,863.0,Apr-19
REGENT GROVE,820000,699,23,OCR,Resale,1173,11 to 15,77.0,Apr-19
GLENDALE PARK,1230000,1178,23,OCR,Resale,1044,06 to 10,999.0,Apr-19
MAPLE WOODS,2080000,1558,21,RCR,Resale,1335,01 to 05,999.0,Apr-19
SOUTHAVEN II,1260000,1126,21,OCR,Resale,1119,01 to 05,857.0,Apr-19
PARC ROSEWOOD,510000,1185,25,OCR,Resale,431,01 to 05,91.0,Apr-19
PARC OASIS,1180000,850,22,OCR,Resale,1389,11 to 15,71.0,Apr-19
MERAWOODS,1460000,1085,23,OCR,Resale,1346,01 to 05,865.0,Apr-19
THE WARREN,1125000,857,23,OCR,Resale,1313,01 to 05,81.0,Apr-19
CASABLANCA,860000,776,25,OCR,Resale,1109,06 to 10,81.0,Apr-19
MAYFAIR GARDENS,1232000,1940,21,RCR,New Sale,635,01 to 05,98.0,Mar-19
CASTLE GREEN,975000,847,26,OCR,Resale,1152,01 to 05,73.0,Mar-19
HAZEL PARK CONDOMINIUM,1773000,1168,23,OCR,Resale,1518,16 to 20,862.0,Mar-19
HILLBROOKS,1050000,985,23,OCR,Resale,1066,06 to 10,999.0,Mar-19
PARK NATURA,2100000,1204,23,RCR,Resale,1744,01 to 05,999.0,Mar-19
LAKEHOLMZ,1160000,913,22,OCR,Resale,1270,11 to 15,81.0,Mar-19
REGENT GROVE,730000,611,23,OCR,Resale,1195,01 to 05,77.0,Mar-19
THE JADE,1120000,1107,23,OCR,Resale,1012,16 to 20,81.0,Mar-19
HILLVIEW RESIDENCE,1345000,1059,23,OCR,Resale,1270,06 to 10,865.0,Mar-19
HILLINGTON GREEN,1550000,1143,23,OCR,Resale,1356,06 to 10,863.0,Mar-19
THE STERLING,1460000,1233,21,RCR,Resale,1184,01 to 05,999.0,Mar-19
LAKEPOINT CONDOMINIUM,1500000,676,22,OCR,Resale,2217,06 to 10,63.0,Mar-19
CASA ESPERANZA,3200000,1479,21,RCR,Resale,2164,06 to 10,999.0,Mar-19
MONTROSA,1170000,988,23,OCR,Resale,1184,06 to 10,865.0,Mar-19
SEASONS PARK,930000,891,26,OCR,Resale,1044,06 to 10,75.0,Mar-19
THE CASCADIA,2160000,1730,21,RCR,Resale,1249,06 to 10,999.0,Mar-19
SIGNATURE PARK,1100000,1065,21,RCR,Resale,1033,01 to 05,999.0,Mar-19
GUILIN VIEW,1090000,865,23,OCR,Resale,1259,26 to 30,76.0,Mar-19
PARC PALAIS,1425000,1182,21,OCR,Resale,1206,06 to 10,999.0,Mar-19
CASHEW HEIGHTS CONDOMINIUM,1780000,1081,23,OCR,Resale,1647,01 to 05,862.0,Mar-19
LAKEVILLE,1140000,1471,22,OCR,Resale,775,06 to 10,93.0,Mar-19
MAPLE WOODS,1380000,1623,21,RCR,Resale,850,01 to 05,999.0,Mar-19
PARK NATURA,2180000,1072,23,RCR,Resale,2034,01 to 05,999.0,Mar-19
WOODGROVE CONDOMINIUM,825000,697,25,OCR,Resale,1184,01 to 05,77.0,Mar-19
REGENT GROVE,838000,701,23,OCR,Resale,1195,11 to 15,77.0,Mar-19
THE LAKESHORE,980000,1138,22,OCR,Resale,861,11 to 15,82.0,Mar-19
THE MAYFAIR,1102000,898,22,OCR,Resale,1227,06 to 10,76.0,Mar-19
HILLVIEW GREEN,1580000,1034,21,OCR,Resale,1528,06 to 10,863.0,Mar-19
HIGH OAK CONDOMINIUM,1230000,977,21,RCR,Resale,1259,01 to 05,76.0,Mar-19
ASTOR GREEN,1690000,1106,21,RCR,Resale,1528,01 to 05,71.0,Mar-19
GARDENVISTA,1560000,1342,21,RCR,Resale,1163,01 to 05,79.0,Mar-19
THE LAKEFRONT RESIDENCES,1868000,890,22,OCR,Resale,2099,16 to 20,90.0,Mar-19
MAPLE WOODS,2150000,1624,21,RCR,Resale,1324,06 to 10,999.0,Mar-19
THE MAYFAIR,1080000,880,22,OCR,Resale,1227,01 to 05,76.0,Mar-19
IVORY HEIGHTS,1530000,917,22,OCR,Resale,1668,06 to 10,67.0,Mar-19
THE CREEK @ BUKIT,785000,1696,21,RCR,Resale,463,01 to 05,999.0,Mar-19
PINE GROVE,1963000,1013,21,RCR,Resale,1938,01 to 05,64.0,Mar-19
MAYFAIR GARDENS,1169000,2089,21,RCR,New Sale,560,01 to 05,98.0,Mar-19
FLORIDIAN,1610000,1802,21,RCR,Resale,893,01 to 05,999.0,Mar-19
MERAWOODS,1350000,896,23,OCR,Resale,1507,01 to 05,865.0,Mar-19
THE LAKESHORE,920000,1055,22,OCR,Resale,872,01 to 05,82.0,Mar-19
THE STERLING,2520000,1637,21,RCR,Resale,1539,01 to 05,999.0,Mar-19
GLENDALE PARK,1370000,1079,23,OCR,Resale,1270,01 to 05,999.0,Mar-19
SUMMERHILL,2030000,1301,21,OCR,Resale,1561,06 to 10,999.0,Mar-19
MEADOWS @ PEIRCE,1110000,1146,26,OCR,Resale,969,01 to 05,999.0,Mar-19
ECO SANCTUARY,1180000,1205,23,OCR,Resale,980,16 to 20,92.0,Mar-19
THE CASCADIA,2188000,1799,21,RCR,Resale,1216,06 to 10,999.0,Mar-19
ASTOR GREEN,1880000,1230,21,RCR,Resale,1528,11 to 15,71.0,Mar-19
REGENT GROVE,750000,810,23,OCR,Resale,926,06 to 10,77.0,Mar-19
MEADOWS @ PEIRCE,1750000,1170,26,OCR,Resale,1496,01 to 05,999.0,Mar-19
LAKEHOLMZ,1330000,846,22,OCR,Resale,1572,11 to 15,81.0,Mar-19
HILLSTA,655000,1148,23,OCR,Resale,570,21 to 25,91.0,Mar-19
WOODHAVEN,655000,1049,25,OCR,Resale,624,01 to 05,91.0,Mar-19
MAYFAIR GARDENS,1472000,1926,21,RCR,New Sale,764,01 to 05,98.0,Mar-19
MAYFAIR GARDENS,1179000,1856,21,RCR,New Sale,635,01 to 05,98.0,Mar-19
MAYFAIR GARDENS,1130000,1944,21,RCR,New Sale,581,01 to 05,98.0,Mar-19
MAYFAIR GARDENS,1550115,1895,21,RCR,New Sale,818,01 to 05,98.0,Mar-19
IVORY HEIGHTS,1550000,929,22,OCR,Resale,1668,01 to 05,67.0,Mar-19
GRAND CHATEAU,1180000,1096,21,RCR,Resale,1076,01 to 05,999.0,Mar-19
MAYFAIR GARDENS,1503000,1995,21,RCR,New Sale,753,01 to 05,98.0,Mar-19
CLEMENTI PARK,1730000,1044,21,OCR,Resale,1658,01 to 05,999.0,Mar-19
THE LAKESHORE,1235000,1053,22,OCR,Resale,1173,11 to 15,82.0,Mar-19
BULLION PARK,870000,1078,26,OCR,Resale,807,01 to 05,999.0,Mar-19
WOODGROVE CONDOMINIUM,1125000,674,25,OCR,Resale,1668,01 to 05,77.0,Mar-19
TREE HOUSE,1430000,1145,23,OCR,Resale,1249,21 to 25,89.0,Mar-19
HILLVISTA,1510000,1287,23,OCR,Resale,1173,06 to 10,999.0,Mar-19
IVORY HEIGHTS,1510000,905,22,OCR,Resale,1668,01 to 05,67.0,Mar-19
PARC VISTA,908000,861,22,OCR,Resale,1055,06 to 10,75.0,Mar-19
REGENT GROVE,780000,671,23,OCR,Resale,1163,11 to 15,77.0,Mar-19
ECO SANCTUARY,970000,1325,23,OCR,Resale,732,21 to 25,92.0,Mar-19
REGENT HEIGHTS,790000,773,23,OCR,Resale,1023,06 to 10,75.0,Mar-19
J GATEWAY,1680000,1561,22,OCR,Resale,1076,36 to 40,92.0,Mar-19
MAYFAIR GARDENS,1138000,2073,21,RCR,New Sale,549,01 to 05,98.0,Mar-19
THE LANAI,1730000,1307,23,OCR,Resale,1324,01 to 05,865.0,Mar-19
PARC ROSEWOOD,525000,1219,25,OCR,Resale,431,01 to 05,91.0,Mar-19
GUILIN VIEW,2450000,696,23,OCR,Resale,3520,26 to 30,76.0,Mar-19
CHANTILLY RISE,1910000,1102,23,OCR,Resale,1733,06 to 10,999.0,Mar-19
MAYFAIR GARDENS,1119000,1961,21,RCR,New Sale,570,01 to 05,98.0,Mar-19
GRAND CHATEAU,1227000,1075,21,RCR,Resale,1141,01 to 05,999.0,Mar-19
CASHEW HEIGHTS CONDOMINIUM,1900000,1146,23,OCR,Resale,1658,16 to 20,862.0,Mar-19
GLENDALE PARK,1650000,1256,23,OCR,Resale,1313,01 to 05,999.0,Mar-19
SPRINGDALE CONDOMINIUM,1300000,1161,21,OCR,Resale,1119,06 to 10,857.0,Mar-19
PALM GARDENS,990000,736,23,OCR,Resale,1346,01 to 05,76.0,Mar-19
HILLVIEW REGENCY,850000,738,23,OCR,Resale,1152,01 to 05,80.0,Mar-19
SEASONS PARK,1180000,914,26,OCR,Resale,1292,06 to 10,75.0,Mar-19
DAINTREE RESIDENCE,1159000,1605,21,RCR,New Sale,710,01 to 05,97.0,Mar-19
MEADOWS @ PEIRCE,1390000,1163,26,OCR,Resale,1195,06 to 10,999.0,Mar-19
PALM GARDENS,900000,740,23,OCR,Resale,1216,06 to 10,76.0,Mar-19
TREE HOUSE,1370000,1116,23,OCR,Resale,1227,11 to 15,89.0,Mar-19
THE LAKEFRONT RESIDENCES,1950000,929,22,OCR,Resale,2099,16 to 20,90.0,Mar-19
J GATEWAY,850000,1795,22,OCR,Resale,474,11 to 15,92.0,Mar-19
THE WARREN,980000,792,23,OCR,Resale,1238,01 to 05,81.0,Mar-19
THE RAINTREE,1500000,1048,21,OCR,Resale,1432,01 to 05,83.0,Mar-19
MAYFAIR GARDENS,1020000,2016,21,RCR,New Sale,506,01 to 05,98.0,Mar-19
MAYFAIR GARDENS,1125000,1972,21,RCR,New Sale,570,01 to 05,98.0,Mar-19
MI CASA,1060000,842,23,OCR,Resale,1259,01 to 05,88.0,Mar-19
WOODHAVEN,852000,1002,25,OCR,Resale,850,01 to 05,91.0,Mar-19
HILLVIEW REGENCY,888000,801,23,OCR,Resale,1109,16 to 20,80.0,Mar-19
CASPIAN,1600000,1143,22,OCR,Resale,1399,06 to 10,88.0,Mar-19
REGENT HEIGHTS,770000,753,23,OCR,Resale,1023,21 to 25,75.0,Mar-19
MAYFAIR GARDENS,1300000,1858,21,RCR,New Sale,700,01 to 05,98.0,Mar-19
PARC OASIS,1150000,763,22,OCR,Resale,1507,01 to 05,71.0,Mar-19
HILLBROOKS,1370000,1026,23,OCR,Resale,1335,01 to 05,999.0,Mar-19
PARC ROSEWOOD,610000,1049,25,OCR,Resale,581,01 to 05,91.0,Mar-19
MONTROSA,800000,929,23,OCR,Resale,861,01 to 05,865.0,Mar-19
THE WARREN,1108000,895,23,OCR,Resale,1238,06 to 10,81.0,Mar-19
MAYFAIR GARDENS,2035000,1910,21,RCR,New Sale,1066,01 to 05,98.0,Mar-19
THE STERLING,3250000,1677,21,RCR,Resale,1938,06 to 10,999.0,Feb-19
THE MAYFAIR,1020000,877,22,OCR,Resale,1163,06 to 10,76.0,Feb-19
PARC OASIS,948888,882,22,OCR,Resale,1076,06 to 10,71.0,Feb-19
ROSEWOOD,800000,791,25,OCR,Resale,1012,16 to 20,80.0,Feb-19
MAYFAIR GARDENS,1481000,1938,21,RCR,New Sale,764,01 to 05,98.0,Feb-19
CASTLE GREEN,950000,742,26,OCR,Resale,1281,01 to 05,73.0,Feb-19
HILLVIEW REGENCY,800000,845,23,OCR,Resale,947,01 to 05,80.0,Feb-19
MEADOWS @ PEIRCE,2500000,937,26,OCR,Resale,2669,01 to 05,999.0,Feb-19
TREE HOUSE,1330000,1065,23,OCR,Resale,1249,11 to 15,89.0,Feb-19
MAYFAIR GARDENS,1201000,2066,21,RCR,New Sale,581,01 to 05,98.0,Feb-19
MONTROSA,1280000,814,23,OCR,Resale,1572,01 to 05,865.0,Feb-19
MAYFAIR GARDENS,1506000,1917,21,RCR,New Sale,786,01 to 05,98.0,Feb-19
ROSEWOOD SUITES,800000,751,25,OCR,Resale,1066,01 to 05,88.0,Feb-19
ROSEWOOD SUITES,645000,951,25,OCR,Resale,678,01 to 05,88.0,Feb-19
FORESQUE RESIDENCES,888000,1250,23,OCR,Resale,710,06 to 10,91.0,Feb-19
CASPIAN,1060000,1059,22,OCR,Resale,1001,06 to 10,88.0,Feb-19
HILLVIEW GREEN,955000,814,21,OCR,Resale,1173,01 to 05,863.0,Feb-19
THE STERLING,2300000,1669,21,RCR,Resale,1378,06 to 10,999.0,Feb-19
CASTLE GREEN,935000,812,26,OCR,Resale,1152,06 to 10,73.0,Feb-19
PALM GARDENS,1300000,671,23,OCR,Resale,1938,16 to 20,76.0,Feb-19
MAPLE WOODS,2100000,1573,21,RCR,Resale,1335,06 to 10,999.0,Feb-19
THE CALROSE,1330000,818,26,OCR,Resale,1625,01 to 05,999.0,Feb-19
HILLVISTA,1220000,1333,23,OCR,Resale,915,06 to 10,999.0,Feb-19
MAYFAIR GARDENS,1968000,1847,21,RCR,New Sale,1066,01 to 05,98.0,Feb-19
MAYFAIR GARDENS,1657000,1949,21,RCR,New Sale,850,01 to 05,98.0,Feb-19
MAYFAIR GARDENS,1988000,1866,21,RCR,New Sale,1066,01 to 05,98.0,Feb-19
CASTLE GREEN,1025000,890,26,OCR,Resale,1152,06 to 10,73.0,Feb-19
THE MADEIRA,980000,785,23,OCR,Resale,1249,16 to 20,80.0,Feb-19
ESPA,1728000,979,23,OCR,Resale,1765,01 to 05,862.0,Feb-19
MAYFAIR GARDENS,1650000,1991,21,RCR,New Sale,829,01 to 05,98.0,Feb-19
SEASONS PARK,1138000,881,26,OCR,Resale,1292,01 to 05,75.0,Feb-19
HILLINGTON GREEN,1510000,1113,23,OCR,Resale,1356,01 to 05,863.0,Feb-19
ROSEWOOD SUITES,1240888,644,25,OCR,Resale,1927,01 to 05,88.0,Feb-19
THE LAKESHORE,1190000,1073,22,OCR,Resale,1109,16 to 20,82.0,Feb-19
HIGH OAK CONDOMINIUM,968000,977,21,RCR,Resale,990,01 to 05,76.0,Feb-19
THE LAKESHORE,1280000,1081,22,OCR,Resale,1184,06 to 10,82.0,Feb-19
MI CASA,1188888,913,23,OCR,Resale,1302,11 to 15,88.0,Feb-19
SPRINGDALE CONDOMINIUM,1410000,1248,21,OCR,Resale,1130,06 to 10,857.0,Feb-19
HILLINGTON GREEN,1750000,985,23,OCR,Resale,1776,01 to 05,863.0,Feb-19
SIGNATURE PARK,1330000,1287,21,RCR,Resale,1033,06 to 10,999.0,Feb-19
THE LAKESHORE,1270000,1073,22,OCR,Resale,1184,06 to 10,82.0,Feb-19
CHANTILLY RISE,1890000,1091,23,OCR,Resale,1733,01 to 05,999.0,Feb-19
DAINTREE RESIDENCE,1653950,1633,21,RCR,New Sale,1001,01 to 05,97.0,Feb-19
SYMPHONY HEIGHTS,1730000,1124,21,OCR,Resale,1539,01 to 05,999.0,Feb-19
THE MAYFAIR,1040000,895,22,OCR,Resale,1163,06 to 10,76.0,Feb-19
J GATEWAY,1310000,1872,22,OCR,Resale,700,31 to 35,92.0,Feb-19
THE MAYFAIR,1030000,878,22,OCR,Resale,1173,11 to 15,76.0,Feb-19
PALM GARDENS,780000,814,23,OCR,Resale,958,11 to 15,76.0,Feb-19
MI CASA,1088000,822,23,OCR,Resale,1324,06 to 10,88.0,Feb-19
THE JADE,1220000,907,23,OCR,Resale,1346,01 to 05,81.0,Feb-19
THE WARREN,1025000,828,23,OCR,Resale,1238,01 to 05,81.0,Feb-19
REGENT HEIGHTS,825000,807,23,OCR,Resale,1023,11 to 15,75.0,Feb-19
MAYFAIR GARDENS,1529000,1869,21,RCR,New Sale,818,01 to 05,98.0,Feb-19
JARDIN,1670000,1599,21,RCR,Resale,1044,01 to 05,999.0,Feb-19
FORESQUE RESIDENCES,1300000,1150,23,OCR,Resale,1130,06 to 10,91.0,Feb-19
HILLVIEW REGENCY,970000,875,23,OCR,Resale,1109,11 to 15,80.0,Feb-19
TREE HOUSE,850000,1067,23,OCR,Resale,797,11 to 15,89.0,Jan-19
CASPIAN,958000,1099,22,OCR,Resale,872,11 to 15,88.0,Jan-19
THE LAKEFRONT RESIDENCES,1100000,1525,22,OCR,Resale,721,06 to 10,90.0,Jan-19
MAYFAIR GARDENS,1550000,1846,21,RCR,New Sale,840,01 to 05,98.0,Jan-19
THE STERLING,1368000,1816,21,RCR,Resale,753,01 to 05,999.0,Jan-19
GARDENVISTA,1540000,1363,21,RCR,Resale,1130,06 to 10,79.0,Jan-19
PARC ROSEWOOD,870000,898,25,OCR,Resale,969,01 to 05,91.0,Jan-19
MAYFAIR GARDENS,1125000,1972,21,RCR,New Sale,570,01 to 05,98.0,Jan-19
PARC OASIS,1230000,1002,22,OCR,Resale,1227,16 to 20,71.0,Jan-19
MI CASA,1110000,874,23,OCR,Resale,1270,01 to 05,88.0,Jan-19
HILLVISTA,1450000,1283,23,OCR,Resale,1130,01 to 05,999.0,Jan-19
MAYFAIR GARDENS,1556000,1807,21,RCR,New Sale,861,01 to 05,98.0,Jan-19
PARC ROSEWOOD,650000,1285,25,OCR,Resale,506,01 to 05,91.0,Jan-19
GLENDALE PARK,1185000,1147,23,OCR,Resale,1033,01 to 05,999.0,Jan-19
MAYFAIR GARDENS,1223000,1926,21,RCR,New Sale,635,01 to 05,98.0,Jan-19
CASPIAN,1260000,1036,22,OCR,Resale,1216,01 to 05,88.0,Jan-19
SUMMERHILL,1888000,1280,21,OCR,Resale,1475,06 to 10,999.0,Jan-19
DAINTREE RESIDENCE,1014600,1652,21,RCR,New Sale,603,01 to 05,97.0,Jan-19
CASTLE GREEN,828000,874,26,OCR,Resale,947,06 to 10,73.0,Jan-19
MAYFAIR GARDENS,1559000,2040,21,RCR,New Sale,764,01 to 05,98.0,Jan-19
